expanded_url,short_url
https://www.campograndenews.com.br/cidades/capital/policia-tem-suspeito-de-estuprar-jovem-que-precisou-de-cirurgia,https://bit.ly/3g7mn4w
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/ministerio-da-saude-realiza-projeto-piloto-para-implementar-plano-nacional-de-testagem-da-covid-19,https://bit.ly/3iQiZwL
https://www.correiodobrasil.com.br/a/clima-severo-impoe-racionamento-agua-estados-sul-sudeste-centro-oeste,https://bit.ly/2VYr6y4
https://www.laestrella.com.pa/panama/nacional/variante-delta-tambalear-cuota-cobertura-HILE453523,https://bit.ly/3sr0wdq
https://www.campogrande.ms.gov.br/cgnoticias/noticia/circulando-por-nove-bairros-fumace-intensifica-acoes-de-combate-ao-aedes/,https://bit.ly/2UnKwMq
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/brasil-atinge-50-milhoes-de-brasileiros-com-a-vacinacao-completa-contra-a-covid-19,https://bit.ly/3k6gi9P
https://inforpress.cv/en/covid-19-autoridades-consideram-preocupante-aumento-da-taxa-de-incidencia-acumulada-em-cabo-verde,https://bit.ly/3yXaRQH
https://www.campogrande.ms.gov.br/cgnoticias/noticia/em-reuniao-com-representantes-do-setor-sesau-define-detalhes-para-levar-vacinacao-a-supermercados-da-capital/,https://bit.ly/3xZhoJ4
https://www.tribunatop.com/noticia/25650,https://bit.ly/3gdyahT
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/saude-seleciona-204-hospitais-em-projeto-para-reduzir-infeccao-hospitalar-em-uti,https://bit.ly/3CQwc0m
https://www.estadao.com.br/saude/vacinacao-de-adolescentes-contra-a-covid-19-tire-as-principais-duvidas/,https://bit.ly/3APmMQQ
https://www.campograndenews.com.br/cidades/capital/capital-espera-aval-do-ministerio-da-saude-para-3a-dose-em-idosos,https://bit.ly/3D2J2ZG
https://www.campograndenews.com.br/brasil/cidades/com-mais-imunizados-no-pais-casos-e-mortes-por-covid-continuam-em-queda-em-ms,https://bit.ly/3stUqJd
https://www.campograndenews.com.br/brasil/cidades/anvisa-recusa-uso-emergencial-de-coronavac-para-criancas-de-3-a-17-anos,https://bit.ly/3k5VBe6
https://www.campograndenews.com.br/brasil/cidades/mais-da-metade-dos-municipios-de-ms-nao-tiveram-morte-por-covid-na-ultima-semana,https://bit.ly/3kbX6Yb
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/ministerio-da-saude-realiza-projeto-piloto-para-implementar-plano-nacional-de-testagem-da-covid-19,https://bit.ly/2W6JNQv
https://www.campogrande.ms.gov.br/cgnoticias/noticia/com-estabilizacao-de-casos-e-ampla-cobertura-vacinal-prefeitura-revoga-toque-de-recolher-mas-mantem-regras-de-biosseguranca/,https://bit.ly/3z6lKiX
https://www.veterinariargentina.com/revista/2021/08/experimento-con-mosquitos-transmisores-de-dengue-que-logro-reducir-los-casos-en-77/,https://bit.ly/3kcxzxT
https://www.campograndenews.com.br/cidades/interior/estiagem-faz-nova-andradina-decretar-situacao-de-emergencia-ambiental,https://bit.ly/3j6WVxM
https://www.campograndenews.com.br/brasil/cidades/pandemia-segue-em-declinio-e-ms-registra-6-mortes-por-covid-nesta-2a,https://bit.ly/3zdtf7N
https://www.campograndenews.com.br/cidades/capital/toque-de-recolher-de-17-meses-acaba-apos-32-mil-fiscalizados-na-capital,https://bit.ly/3gqUBA7
https://www.bncnoticias.com.br/noticia/3776/,https://bit.ly/2WnD2Kg
https://www.osul.com.br/nova-tecnica-que-ajuda-a-combater-o-hiv-e-desenvolvida-por-pesquisadores-da-universidade-de-sao-paulo/,https://bit.ly/2XMCTQZ
https://www.campogrande.ms.gov.br/cgnoticias/noticia/campo-grande-atinge-marca-de-1-milhao-de-doses-aplicadas-de-vacinas-contra-a-covid-19/,https://bit.ly/3zhtj6J
https://www.campograndenews.com.br/cidades/interior/mesmo-a-noite-18-bombeiros-seguem-combate-a-incendios-em-porto-murtinho,https://bit.ly/3guLFJS
https://www.campograndenews.com.br/direto-das-ruas/no-aniversario-da-capital-vacinas-desembarcam-para-3a-dose-e-adolescentes,https://bit.ly/3yjQfRs
https://www.bemparana.com.br/noticias/parana/covid-curitiba-esta-em-alerta-intermediario-para-ocupacao-de-leitos-de-uti-diz-estudo-da-fiocruz/#.YSemMY5KiUk,https://bit.ly/3jhMs2B
https://www.campograndenews.com.br/brasil/cidades/em-ms-3a-dose-comeca-na-sexta-diz-secretario,https://bit.ly/3BgtXC4
https://www.estadao.com.br/sustentabilidade/tempo-seco-e-queimadas-aumentam-em-25-busca-por-atendimento-de-problemas-respiratorios-em-corumba/,https://bit.ly/3sQHSf5
https://midiamax.uol.com.br/cotidiano/2021/pela-1-vez-no-ano-taxa-de-ocupacao-de-leitos-covid-cai-para-38-em-ms/,https://bit.ly/3mBBjfs
https://www.eluniversal.com.co/salud/2021/08/25/la-vacuna-contra-el-dengue-es-casi-una-realidad-en-colombia/,https://bit.ly/3DXVhrG
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/brasil-registra-a-menor-media-movel-de-mortes-por-covid-19-desde-janeiro,https://bit.ly/3Bc9FcM
https://www.campograndenews.com.br/cidades/capital/nem-covid-e-nem-mortadela-morte-de-menino-de-3-anos-ainda-e-investigada,https://bit.ly/3ktM5By
https://www.campogrande.ms.gov.br/cgnoticias/noticia/campo-grande-inicia-aplicacao-da-3a-dose-de-vacina-contra-covid-19-em-idosos-asilados/,https://bit.ly/3BhSiYe
https://www.campograndenews.com.br/cidades/capital/a-3-dias-do-fim-de-campanha-vacinacao-contra-gripe-ainda-nao-alcanca-meta,https://bit.ly/2Y6UTpH
https://www.campograndenews.com.br/cidades/capital/a-3-dias-do-fim-de-campanha-vacinacao-contra-gripe-ainda-nao-alcanca-meta,https://bit.ly/2Y6UTpH
https://www.estadao.com.br/saude/queda-nos-casos-de-sindrome-respiratoria-parou-diz-fiocruz/,https://bit.ly/2Y3EJxd
https://www.arca.fiocruz.br/,https://bit.ly/3jqPnWT
https://www.eltribuno.com/nota/2021-8-27-11-21-0-los-vacunados-con-dos-dosis-que-viajen-por-temas-laborales-no-deberan-realizar-la-cuarentena,https://bit.ly/3kEuF5v
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/pela-primeira-vez-desde-o-inicio-da-pandemia-20-estados-registram-taxa-de-ocupacao-de-leitos-inferior-a-50,https://bit.ly/38slzCQ
https://www.bemparana.com.br/noticias/parana/parana-lidera-taxa-de-transmissao-e-ainda-tem-alta-ocupacao-de-utis/#.YSzJuI5KiUk,https://bit.ly/2UXkujp
https://www.campograndenews.com.br/meio-ambiente/mato-grosso-do-sul-tem-12-municipios-com-situacao-emergencial-vigente,https://bit.ly/3BoGTpv
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/brasil-registra-reducao-media-de-60-em-casos-e-obitos-pela-covid-19-em-dois-meses,https://bit.ly/3t2ZS5V
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/brasil-atinge-80-da-populacao-acima-de-18-anos-com-a-primeira-dose-da-vacina-covid-19,https://bit.ly/3zwcPI3
https://www.campograndenews.com.br/brasil/cidades/ministerio-passara-por-bairros-da-capital-para-pesquisa-que-mapeia-covid-no-pais,https://bit.ly/2YeONn7
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/pesquisa-do-ministerio-da-saude-reduz-em-70-casos-de-dengue-em-niteroi-rj,https://bit.ly/3tgX9pF
https://www.campograndenews.com.br/brasil/cidades/com-menor-ocupacao-em-14-meses-saude-homologa-fechamento-de-81-leitos-covid,https://bit.ly/3DGJPQ5
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/agosto/brasil-registra-menor-media-movel-de-casos-de-covid-19-em-2021,https://bit.ly/2VdIUp6
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/ministerio-da-saude-recomenda-vacinacao-de-adolescentes-a-partir-de-15-de-setembro,https://bit.ly/3DIZU7X
https://www.juruaemtempo.com.br/2021/09/cruzeiro-do-sul-registra-mais-de-100-casos-de-diarreia-por-dia-e-municipio-entra-em-alerta-maximo/?utm_source=rss&utm_medium=rss&utm_campaign=cruzeiro-do-sul-registra-mais-de-100-casos-de-diarreia-por-dia-e-municipio-entra-em-alerta-maximo,https://bit.ly/2WOEy8r
https://www.campograndenews.com.br/brasil/cidades/dos-internados-em-utis-70-nao-completaram-ciclo-de-imunizacao,https://bit.ly/3kViz7Y
https://www.campograndenews.com.br/cidades/interior/duas-cidades-de-ms-enfrentam-surtos-de-chikungunya-e-zika,https://bit.ly/3l2RJeq
https://www.infobae.com/america/agencias/2021/09/01/sequia-podria-obligar-a-brasil-a-racionar-la-energia-vicepresidente-mourao-3/,https://bit.ly/3jMcGKT
https://www.bol.uol.com.br/noticias/2021/09/02/tempestade-ida-mata-mais-de-10-no-nordeste-dos-eua.htm,https://bit.ly/3zXUoMI
https://www.campograndenews.com.br/brasil/cidades/com-delta-ms-quer-acelerar-vacinacao-para-evitar-nova-onda-em-alguns-meses,https://bit.ly/3hcJhId
https://www.campograndenews.com.br/cidades/interior/mulher-detectada-com-variante-delta-em-ladario-e-turista-do-rj,https://bit.ly/38OTCFO
https://inforpress.cv/en/covid-19-investigadores-brasileiros-avancam-em-vacina-em-formato-de-spray-nasal,https://bit.ly/3yWxV10
https://www.campograndenews.com.br/cidades/capital/capital-corresponde-a-42-de-todas-as-terceiras-doses-aplicadas-pelo-pais,https://bit.ly/3jTB0e7
https://odocumento.com.br/sudeste-tem-nova-frente-fria-e-sul-enfrenta-ciclone-e-fortes-temporais/,https://bit.ly/3hjw6VX
